Team1_x,Opponent_x,Win_x,Draw_x,Lose_x,WinX_x,LoseX_x,GoalX_x,ShootX_x,ShootTX_x,FoulX_x,CornerX_x,YellowX_x,RedX_x,WinX_y,LoseX_y,GoalX_y,ShootX_y,ShootTX_y,FoulX_y,CornerX_y,YellowX_y,RedX_y,HomeTeam,AwayTeam,HisWin,HisLose,HomeRank,AwayRank
Stoke,Man City,1,0,0,2.0,1.0,2.0,31.0,9.0,31.0,9.0,5.0,1.0,1.0,1.0,4.0,40.0,15.0,26.0,25.0,3.0,0.0,Stoke,Man City,0,0,54,79
Stoke,Crystal Palace,0,0,1,1.0,1.0,2.0,26.0,10.0,28.0,13.0,4.0,1.0,2.0,0.0,7.0,45.0,18.0,29.0,21.0,3.0,0.0,Stoke,Crystal Palace,0,1,54,48
Stoke,Man United,1,0,0,1.0,1.0,3.0,45.0,12.0,24.0,15.0,4.0,0.0,0.0,2.0,2.0,43.0,8.0,25.0,24.0,2.0,0.0,Stoke,Man United,0,0,54,70
Stoke,Arsenal,0,1,0,2.0,1.0,8.0,32.0,12.0,32.0,15.0,2.0,1.0,2.0,0.0,6.0,43.0,14.0,24.0,19.0,4.0,0.0,Stoke,Arsenal,1,0,54,75
Stoke,Everton,0,0,1,0.0,2.0,0.0,27.0,8.0,42.0,15.0,2.0,0.0,1.0,1.0,7.0,47.0,13.0,18.0,14.0,2.0,0.0,Stoke,Everton,1,0,54,47
Stoke,Aston Villa,1,0,0,1.0,2.0,3.0,32.0,9.0,42.0,13.0,4.0,0.0,1.0,2.0,2.0,22.0,6.0,31.0,7.0,3.0,1.0,Stoke,Aston Villa,0,0,54,38
Stoke,Newcastle,1,0,0,2.0,1.0,5.0,33.0,12.0,36.0,19.0,3.0,0.0,1.0,2.0,2.0,36.0,14.0,41.0,14.0,3.0,1.0,Stoke,Newcastle,1,0,54,39
Stoke,Southampton,0,0,1,2.0,0.0,4.0,36.0,10.0,28.0,20.0,3.0,0.0,0.0,2.0,2.0,29.0,8.0,37.0,21.0,5.0,1.0,Stoke,Southampton,0,1,54,60
Stoke,Swansea,0,1,0,1.0,1.0,4.0,38.0,13.0,37.0,7.0,4.0,0.0,2.0,1.0,4.0,32.0,8.0,34.0,12.0,5.0,0.0,Stoke,Swansea,0,0,54,56
Stoke,Tottenham,0,0,1,1.0,1.0,5.0,31.0,14.0,34.0,10.0,3.0,0.0,2.0,0.0,7.0,51.0,21.0,32.0,15.0,3.0,0.0,Stoke,Tottenham,1,0,54,64
Stoke,Sunderland,0,1,0,0.0,3.0,1.0,36.0,7.0,34.0,12.0,4.0,0.0,1.0,1.0,3.0,35.0,7.0,30.0,8.0,5.0,0.0,Stoke,Sunderland,0,0,54,38
Stoke,West Ham,1,0,0,0.0,2.0,2.0,37.0,8.0,39.0,9.0,5.0,0.0,2.0,1.0,7.0,53.0,17.0,24.0,25.0,4.0,0.0,Stoke,West Ham,1,0,54,47
Sunderland,Tottenham,0,0,1,0.0,1.0,4.0,23.0,7.0,37.0,13.0,6.0,0.0,0.0,0.0,3.0,52.0,19.0,49.0,17.0,10.0,0.0,Sunderland,Tottenham,0,0,38,64
Sunderland,West Ham,0,1,0,0.0,3.0,0.0,30.0,8.0,43.0,11.0,9.0,1.0,2.0,0.0,6.0,42.0,13.0,22.0,16.0,2.0,0.0,Sunderland,West Ham,0,0,38,47
Sunderland,Newcastle,1,0,0,0.0,2.0,2.0,30.0,9.0,44.0,8.0,7.0,1.0,1.0,1.0,9.0,28.0,15.0,30.0,10.0,3.0,0.0,Sunderland,Newcastle,1,0,38,39
Sunderland,Southampton,0,0,1,1.0,2.0,5.0,35.0,14.0,30.0,7.0,4.0,0.0,1.0,0.0,5.0,33.0,11.0,32.0,17.0,2.0,2.0,Sunderland,Southampton,0,0,38,60
Sunderland,Stoke,1,0,0,1.0,2.0,3.0,38.0,16.0,19.0,13.0,6.0,0.0,2.0,0.0,2.0,33.0,8.0,37.0,8.0,6.0,0.0,Sunderland,Stoke,1,0,38,54
Sunderland,Liverpool,0,0,1,0.0,3.0,2.0,36.0,8.0,29.0,11.0,5.0,0.0,1.0,1.0,3.0,65.0,16.0,27.0,20.0,2.0,0.0,Sunderland,Liverpool,0,1,38,62
Sunderland,Aston Villa,1,0,0,0.0,3.0,2.0,30.0,9.0,31.0,9.0,5.0,0.0,0.0,1.0,2.0,21.0,18.0,49.0,23.0,11.0,0.0,Sunderland,Aston Villa,0,1,38,38
Sunderland,Man City,0,0,1,1.0,1.0,6.0,22.0,12.0,30.0,12.0,3.0,0.0,1.0,0.0,6.0,55.0,12.0,30.0,19.0,3.0,0.0,Sunderland,Man City,0,1,38,79
Sunderland,Man United,1,0,0,0.0,1.0,3.0,28.0,9.0,23.0,13.0,3.0,0.0,1.0,1.0,4.0,40.0,13.0,33.0,17.0,5.0,0.0,Sunderland,Man United,0,0,38,70
Sunderland,Crystal Palace,0,1,0,1.0,1.0,4.0,41.0,11.0,28.0,14.0,3.0,0.0,0.0,2.0,4.0,41.0,11.0,41.0,19.0,4.0,0.0,Sunderland,Crystal Palace,0,0,38,48
Sunderland,West Brom,0,1,0,0.0,0.0,4.0,42.0,13.0,27.0,11.0,3.0,0.0,1.0,1.0,3.0,30.0,5.0,24.0,11.0,4.0,0.0,Sunderland,West Brom,0,0,38,44
Sunderland,Leicester,0,0,1,0.0,0.0,2.0,47.0,14.0,27.0,16.0,3.0,0.0,3.0,0.0,3.0,29.0,8.0,29.0,22.0,3.0,0.0,Sunderland,Leicester,0,0,38,41
Sunderland,Arsenal,0,1,0,1.0,1.0,3.0,45.0,11.0,31.0,10.0,4.0,0.0,1.0,0.0,6.0,48.0,19.0,29.0,16.0,0.0,0.0,Sunderland,Arsenal,0,1,38,75
Sunderland,Chelsea,1,0,0,1.0,0.0,4.0,34.0,11.0,34.0,15.0,6.0,0.0,1.0,1.0,6.0,40.0,13.0,25.0,25.0,5.0,1.0,Sunderland,Chelsea,0,0,38,87
Sunderland,Everton,1,0,0,1.0,0.0,4.0,41.0,12.0,34.0,18.0,8.0,0.0,1.0,2.0,3.0,24.0,10.0,27.0,8.0,5.0,1.0,Sunderland,Everton,0,0,38,47
Swansea,Man United,1,0,0,1.0,0.0,5.0,57.0,25.0,36.0,16.0,7.0,0.0,2.0,0.0,2.0,38.0,11.0,37.0,17.0,6.0,0.0,Swansea,Man United,0,0,56,70
Swansea,Everton,0,1,0,1.0,1.0,3.0,37.0,16.0,29.0,7.0,5.0,0.0,1.0,1.0,3.0,32.0,13.0,26.0,17.0,3.0,0.0,Swansea,Everton,0,1,56,47
Swansea,Tottenham,0,1,0,0.0,2.0,1.0,31.0,10.0,40.0,8.0,4.0,0.0,3.0,0.0,6.0,52.0,18.0,38.0,19.0,7.0,0.0,Swansea,Tottenham,0,1,56,64
Swansea,Stoke,0,0,1,0.0,1.0,3.0,34.0,9.0,34.0,10.0,4.0,0.0,2.0,0.0,5.0,31.0,14.0,32.0,11.0,2.0,0.0,Swansea,Stoke,0,0,56,54
Swansea,Arsenal,0,0,1,1.0,1.0,4.0,36.0,8.0,22.0,12.0,6.0,0.0,3.0,0.0,8.0,49.0,16.0,31.0,19.0,4.0,0.0,Swansea,Arsenal,0,0,56,75
Swansea,Leicester,0,0,1,0.0,2.0,2.0,27.0,4.0,20.0,13.0,4.0,0.0,2.0,0.0,6.0,37.0,16.0,27.0,14.0,1.0,0.0,Swansea,Leicester,1,0,56,41
Swansea,West Ham,0,1,0,0.0,3.0,1.0,31.0,9.0,24.0,15.0,4.0,0.0,0.0,0.0,1.0,48.0,17.0,35.0,18.0,1.0,0.0,Swansea,West Ham,0,1,56,47
Swansea,West Brom,1,0,0,0.0,2.0,1.0,44.0,11.0,24.0,16.0,3.0,0.0,0.0,1.0,4.0,21.0,8.0,35.0,11.0,5.0,2.0,Swansea,West Brom,1,0,56,44
Swansea,Sunderland,0,0,1,1.0,1.0,2.0,21.0,9.0,36.0,6.0,4.0,0.0,1.0,2.0,4.0,32.0,12.0,27.0,10.0,5.0,0.0,Swansea,Sunderland,0,1,56,38
Swansea,Crystal Palace,0,1,0,2.0,0.0,4.0,35.0,11.0,33.0,14.0,5.0,0.0,0.0,3.0,2.0,34.0,9.0,33.0,14.0,7.0,0.0,Swansea,Crystal Palace,0,0,56,48
Swansea,Southampton,0,0,1,1.0,0.0,4.0,44.0,12.0,36.0,17.0,4.0,0.0,2.0,0.0,2.0,29.0,7.0,44.0,11.0,2.0,1.0,Swansea,Southampton,0,0,56,60
Swansea,Aston Villa,1,0,0,2.0,1.0,5.0,33.0,9.0,36.0,11.0,4.0,0.0,0.0,3.0,1.0,27.0,8.0,24.0,15.0,4.0,0.0,Swansea,Aston Villa,1,0,56,38
Swansea,Chelsea,1,0,0,1.0,1.0,5.0,34.0,8.0,36.0,12.0,4.0,0.0,1.0,0.0,7.0,53.0,20.0,30.0,20.0,5.0,0.0,Swansea,Chelsea,0,1,56,87
Swansea,Liverpool,1,0,0,1.0,2.0,1.0,32.0,8.0,34.0,14.0,8.0,0.0,2.0,0.0,8.0,69.0,23.0,25.0,18.0,2.0,0.0,Swansea,Liverpool,0,0,56,62
Swansea,Man City,0,1,0,2.0,1.0,7.0,40.0,16.0,30.0,13.0,4.0,0.0,1.0,1.0,8.0,31.0,14.0,33.0,18.0,3.0,0.0,Swansea,Man City,0,1,56,79
Tottenham,Everton,0,1,0,0.0,1.0,3.0,41.0,17.0,41.0,13.0,9.0,0.0,1.0,1.0,5.0,30.0,10.0,22.0,25.0,3.0,0.0,Tottenham,Everton,1,0,64,47
Tottenham,Crystal Palace,1,0,0,1.0,0.0,2.0,54.0,16.0,46.0,21.0,9.0,0.0,2.0,1.0,4.0,39.0,14.0,40.0,17.0,6.0,0.0,Tottenham,Crystal Palace,0,0,64,48
Tottenham,Man City,1,0,0,2.0,0.0,2.0,57.0,16.0,41.0,20.0,6.0,0.0,2.0,1.0,4.0,66.0,20.0,32.0,29.0,5.0,0.0,Tottenham,Man City,0,1,64,79
Tottenham,Liverpool,0,1,0,2.0,0.0,7.0,56.0,25.0,45.0,17.0,10.0,0.0,1.0,0.0,5.0,57.0,23.0,31.0,28.0,4.0,0.0,Tottenham,Liverpool,0,1,64,62
Tottenham,Aston Villa,1,0,0,1.0,0.0,7.0,46.0,24.0,49.0,19.0,6.0,0.0,0.0,3.0,1.0,30.0,6.0,39.0,17.0,6.0,0.0,Tottenham,Aston Villa,0,1,64,38
Tottenham,West Ham,1,0,0,2.0,0.0,9.0,45.0,19.0,38.0,15.0,2.0,0.0,1.0,1.0,3.0,36.0,13.0,33.0,12.0,2.0,1.0,Tottenham,West Ham,0,1,64,47
Tottenham,Chelsea,0,1,0,2.0,0.0,8.0,53.0,22.0,36.0,17.0,3.0,0.0,1.0,2.0,2.0,48.0,13.0,23.0,16.0,3.0,0.0,Tottenham,Chelsea,1,0,64,87
Tottenham,Newcastle,0,0,1,1.0,0.0,5.0,40.0,19.0,37.0,17.0,8.0,0.0,1.0,2.0,3.0,22.0,4.0,28.0,11.0,8.0,0.0,Tottenham,Newcastle,1,0,64,39
Tottenham,Leicester,0,0,1,2.0,0.0,6.0,44.0,17.0,28.0,16.0,5.0,0.0,0.0,1.0,0.0,34.0,9.0,28.0,14.0,3.0,0.0,Tottenham,Leicester,1,0,64,41
Tottenham,Sunderland,1,0,0,1.0,1.0,3.0,50.0,12.0,37.0,23.0,5.0,0.0,2.0,1.0,7.0,28.0,14.0,28.0,15.0,4.0,0.0,Tottenham,Sunderland,0,0,64,38
Tottenham,Swansea,1,0,0,3.0,0.0,6.0,49.0,18.0,38.0,24.0,5.0,0.0,0.0,1.0,2.0,50.0,9.0,34.0,21.0,1.0,0.0,Tottenham,Swansea,0,0,64,56
Tottenham,Arsenal,0,1,0,2.0,1.0,4.0,49.0,19.0,39.0,11.0,8.0,0.0,1.0,2.0,5.0,55.0,15.0,32.0,21.0,7.0,0.0,Tottenham,Arsenal,0,1,64,75
Tottenham,Man United,1,0,0,2.0,0.0,6.0,54.0,21.0,28.0,21.0,0.0,0.0,2.0,1.0,2.0,22.0,6.0,34.0,15.0,3.0,1.0,Tottenham,Man United,0,0,64,70
Tottenham,West Brom,0,1,0,2.0,0.0,8.0,57.0,19.0,33.0,14.0,3.0,0.0,0.0,3.0,1.0,37.0,7.0,32.0,23.0,2.0,0.0,Tottenham,West Brom,0,0,64,44
Tottenham,Southampton,0,0,1,1.0,0.0,7.0,58.0,13.0,40.0,20.0,9.0,0.0,2.0,0.0,9.0,49.0,18.0,35.0,29.0,3.0,0.0,Tottenham,Southampton,1,0,64,60
West Brom,Southampton,0,1,0,1.0,1.0,3.0,36.0,11.0,28.0,17.0,8.0,0.0,1.0,1.0,3.0,54.0,17.0,26.0,17.0,6.0,0.0,West Brom,Southampton,1,0,44,60
West Brom,Everton,0,0,1,2.0,0.0,2.0,34.0,12.0,25.0,16.0,8.0,0.0,1.0,0.0,3.0,39.0,14.0,32.0,13.0,5.0,1.0,West Brom,Everton,0,1,44,47
West Brom,Sunderland,1,0,0,1.0,2.0,3.0,27.0,12.0,33.0,16.0,6.0,0.0,0.0,2.0,2.0,30.0,9.0,46.0,6.0,9.0,2.0,West Brom,Sunderland,0,0,44,38
West Brom,Leicester,0,0,1,2.0,1.0,2.0,22.0,7.0,31.0,7.0,7.0,0.0,2.0,0.0,5.0,54.0,15.0,21.0,18.0,4.0,0.0,West Brom,Leicester,1,0,44,41
West Brom,Arsenal,1,0,0,1.0,2.0,3.0,25.0,10.0,19.0,10.0,5.0,1.0,2.0,0.0,6.0,45.0,14.0,30.0,18.0,2.0,0.0,West Brom,Arsenal,0,0,44,75
West Brom,Tottenham,0,1,0,1.0,1.0,3.0,15.0,4.0,40.0,6.0,8.0,1.0,1.0,0.0,5.0,45.0,20.0,44.0,17.0,7.0,0.0,West Brom,Tottenham,0,1,44,64
West Brom,Newcastle,1,0,0,0.0,2.0,3.0,19.0,7.0,35.0,15.0,5.0,2.0,1.0,1.0,3.0,26.0,9.0,39.0,6.0,5.0,0.0,West Brom,Newcastle,0,1,44,39
West Brom,Stoke,1,0,0,1.0,2.0,2.0,37.0,10.0,32.0,29.0,5.0,2.0,2.0,1.0,7.0,47.0,13.0,31.0,10.0,4.0,0.0,West Brom,Stoke,1,0,44,54
West Brom,Aston Villa,0,1,0,1.0,1.0,4.0,38.0,11.0,26.0,14.0,4.0,0.0,1.0,1.0,3.0,35.0,11.0,41.0,15.0,9.0,0.0,West Brom,Aston Villa,0,0,44,38
West Brom,Swansea,0,1,0,0.0,1.0,2.0,26.0,6.0,26.0,12.0,3.0,0.0,2.0,1.0,5.0,27.0,12.0,29.0,15.0,7.0,1.0,West Brom,Swansea,0,0,44,56
West Brom,Crystal Palace,1,0,0,1.0,1.0,2.0,29.0,8.0,36.0,12.0,6.0,0.0,0.0,2.0,3.0,40.0,12.0,36.0,18.0,5.0,0.0,West Brom,Crystal Palace,0,1,44,48
West Brom,Man United,1,0,0,2.0,0.0,6.0,27.0,9.0,34.0,7.0,7.0,0.0,2.0,1.0,5.0,33.0,14.0,43.0,19.0,8.0,0.0,West Brom,Man United,1,0,44,70
West Brom,West Ham,0,0,1,0.0,2.0,1.0,40.0,8.0,38.0,22.0,2.0,0.0,1.0,0.0,8.0,56.0,18.0,36.0,16.0,5.0,0.0,West Brom,West Ham,0,1,44,47
West Brom,Liverpool,0,1,0,0.0,1.0,2.0,43.0,12.0,35.0,18.0,2.0,0.0,1.0,1.0,4.0,58.0,17.0,34.0,22.0,6.0,1.0,West Brom,Liverpool,0,0,44,62
West Ham,Newcastle,1,0,0,1.0,2.0,7.0,32.0,12.0,30.0,20.0,2.0,3.0,0.0,2.0,0.0,12.0,2.0,34.0,9.0,9.0,2.0,West Ham,Newcastle,0,0,47,39
West Ham,Chelsea,1,0,0,1.0,0.0,7.0,63.0,17.0,29.0,24.0,7.0,0.0,1.0,1.0,5.0,35.0,10.0,51.0,14.0,5.0,0.0,West Ham,Chelsea,0,1,47,87
West Ham,Everton,0,1,0,2.0,1.0,5.0,44.0,12.0,33.0,18.0,4.0,1.0,1.0,2.0,7.0,37.0,16.0,32.0,16.0,5.0,1.0,West Ham,Everton,0,0,47,47
West Ham,West Brom,0,1,0,0.0,2.0,2.0,34.0,12.0,32.0,11.0,3.0,1.0,1.0,2.0,4.0,22.0,7.0,27.0,10.0,6.0,1.0,West Ham,West Brom,0,0,47,44
West Ham,Stoke,0,1,0,0.0,1.0,2.0,36.0,12.0,37.0,13.0,2.0,0.0,2.0,1.0,3.0,30.0,11.0,27.0,9.0,2.0,1.0,West Ham,Stoke,1,0,47,54
West Ham,Southampton,1,0,0,0.0,0.0,1.0,43.0,15.0,29.0,26.0,5.0,0.0,1.0,2.0,4.0,41.0,12.0,41.0,12.0,2.0,0.0,West Ham,Southampton,0,0,47,60
West Ham,Liverpool,1,0,0,1.0,0.0,3.0,34.0,11.0,28.0,19.0,5.0,0.0,2.0,1.0,2.0,54.0,14.0,36.0,20.0,5.0,0.0,West Ham,Liverpool,1,0,47,62
West Ham,Man City,0,1,0,2.0,1.0,6.0,38.0,18.0,20.0,13.0,2.0,0.0,2.0,0.0,6.0,55.0,14.0,25.0,22.0,0.0,0.0,West Ham,Man City,1,0,47,79
West Ham,Aston Villa,1,0,0,1.0,1.0,6.0,30.0,11.0,20.0,15.0,3.0,0.0,1.0,0.0,2.0,42.0,12.0,41.0,18.0,6.0,0.0,West Ham,Aston Villa,0,0,47,38
West Ham,Sunderland,1,0,0,1.0,1.0,4.0,54.0,14.0,30.0,13.0,7.0,0.0,1.0,1.0,4.0,39.0,9.0,25.0,16.0,4.0,0.0,West Ham,Sunderland,0,0,47,38
West Ham,Tottenham,1,0,0,1.0,1.0,3.0,38.0,11.0,32.0,13.0,5.0,0.0,3.0,0.0,5.0,66.0,26.0,40.0,23.0,5.0,0.0,West Ham,Tottenham,0,0,47,64
West Ham,Crystal Palace,0,1,0,2.0,0.0,6.0,44.0,14.0,37.0,21.0,8.0,0.0,0.0,2.0,3.0,39.0,13.0,35.0,21.0,3.0,0.0,West Ham,Crystal Palace,0,1,47,48
West Ham,Arsenal,0,1,0,1.0,0.0,7.0,48.0,17.0,39.0,19.0,10.0,1.0,2.0,0.0,8.0,40.0,19.0,27.0,15.0,3.0,1.0,West Ham,Arsenal,0,1,47,75
West Ham,Swansea,0,0,1,2.0,0.0,8.0,45.0,15.0,32.0,15.0,3.0,0.0,1.0,2.0,3.0,38.0,11.0,31.0,17.0,5.0,0.0,West Ham,Swansea,0,0,47,56
West Ham,Man United,1,0,0,2.0,1.0,7.0,51.0,18.0,29.0,23.0,3.0,0.0,2.0,0.0,4.0,52.0,18.0,39.0,22.0,4.0,0.0,West Ham,Man United,0,0,47,70
